mention,tag,pt code,fold id
"На месте, где раньше была бледная кожа теперь не хватало куска, на её месте красовалась небольшая неровная дырка размером где-то с 3 спичечные головки собранные треугольником",ADR,10028034,4
"От края до этого треугольника кожа была порвана и болталась кое-как местами складываясь в новые складки, обнажая красный мясистый слой щек",ADR,10067418,4
колики,Indication,10000081,4
сильно болел животик,Indication,10000081,4
запор,ADR,10010774,4
не могут сходить в туалет,ADR,10010774,4
Повышает давление,ADR,10005750,2
поднятие давления,ADR,10005750,2
шум и давление в ушах,ADR,10043882,2
повышается давление,ADR,10005750,2
плохо сплю,Indication,10062519,2
ходишь не много заторможенным,ADR,10041349,2
проблемы со сном,Indication,10022437,2
"горе, погиб старший сын",Indication,10004478,5
в состоянии страшнейшего стресса,Indication,10001084,5
перестала есть,Indication,10061428,5
дико болела голова,Indication,10019211,5
температура 37 и 2,Indication,10005911,5
Сердце и все другие органы начали сдавать,Indication,10025482,5
"согнулись руки и ноги, как при дцп",Indication,10008129,5
разогнуть было больно,Indication,10033371,5
стоять не могла,Indication,10017577,5
постоянно перетаптывалась с ноги на ногу,Indication,10066454,5
галлюцинации,Indication,10019063,5
"я, а овощ",ADR,10016759,5
Горе,Indication,10011931,5
кисточки головного мозга,Indication,10054954,1
кисточек,Indication,10054954,1
повышается возбудимость,ADR,10001497,1
кисточки,Indication,10054954,1
раздражение,ADR,10022998,4
слабости,Indication,10003549,1
головокружении,Indication,10013573,1
побаливала голова,Indication,10019211,1
головных болей,Indication,10019211,1
кружилась голова,Indication,10013573,1
ноги были как ватные,Indication,10028372,1
немели пальцы рук,Indication,10020937,1
проблемы со сном,Indication,10022437,1
сон был прерывистым,Indication,10062519,1
очень хочется спать недели две это состояние длится,ADR,10041349,1
регулярного самопроизвольного скатывания слёз,Indication,10023644,5
глаза течь,Indication,10023644,5
область вокруг глаз начала сильно болеть и жечь,ADR,10003051,5
боль,ADR,10033371,5
закапывания были очень болезненные,ADR,10015958,5
Слёзы,Indication,10023644,5
скатываться самопроизвольно,Indication,10023644,5
глаза всё время немного болят,ADR,10015958,5
чувствительные глаза,Indication,10015946,5
боли внизу живота,Indication,10000084,3
до потери сознания все полит,Indication,10033371,3
Очень тошнило,ADR,10028813,3
болях в позвоночнике,Indication,10072005,5
